sequence,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBfmB6mB0?iBesBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFukB3gB1mB0?iBiqBzrB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBGhBUmBi?nBFqBXsB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFFgB6mB0iBf?qBzlBesB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFXhB0iBzkBa?sBGrBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8Jei/IvhFRhB1nBcpBO?qBXmBzrB
OJLISZT,X,X,X,O,O,X
OJLIZTS,X,O,X,X,X,X
OJLIZST,X,X,X,O,O,X
OJLSTIZ,X,O,X,O,X,X
OJLSTZI,X,O,X,O,X,X
OJLSITZ,X,O,X,O,X,X
OJLSIZT,X,X,X,O,O,X
OJLSZTI,X,X,X,O,X,X
OJLSZIT,X,X,X,O,O,X
OJLZTIS,X,O,X,X,X,X
OJLZTSI,X,O,X,X,X,X
OJLZITS,X,O,X,X,X,X
OJLZIST,X,X,X,O,O,X
OJLZSTI,X,X,X,O,X,X
OJLZSIT,X,X,X,O,O,X
OJSTILZ,X,X,X,O,X,X
OJSTIZL,X,X,X,O,X,X
OJSTLIZ,X,X,X,O,X,X
OJSTLZI,X,X,X,O,X,X
OJSTZIL,X,X,X,O,X,X
OJSTZLI,X,X,X,O,X,X
OJSITLZ,X,X,X,O,X,X
OJSITZL,X,X,X,O,X,X
OJSILTZ,X,X,X,O,X,X
OJSILZT,X,X,X,O,X,X
OJSIZTL,X,X,X,O,X,X
OJSIZLT,X,X,X,O,X,X
OJSLTIZ,X,X,X,O,X,X
OJSLTZI,X,X,X,O,X,X
OJSLITZ,X,X,X,O,X,X
OJSLIZT,X,X,X,O,X,X
OJSLZTI,X,X,X,O,X,X
OJSLZIT,X,X,X,O,X,X
OJSZTIL,X,X,X,O,X,X
OJSZTLI,X,X,X,O,X,X
OJSZITL,X,X,X,O,X,X
OJSZILT,X,X,X,O,X,X
OJSZLTI,X,X,X,O,X,X
OJSZLIT,X,X,X,O,X,X
OJZTILS,X,X,X,X,X,O
OJZTISL,X,O,X,X,X,X
OJZTLIS,X,X,X,X,X,O
OJZTLSI,X,X,X,X,X,O
OJZTSIL,X,O,X,X,X,O
OJZTSLI,X,X,X,X,X,O
OJZITLS,X,X,X,X,X,X
OJZITSL,X,O,X,X,X,X
OJZILTS,X,O,X,X,X,X
OJZILST,X,X,X,O,X,X
OJZISTL,X,X,X,O,X,X
OJZISLT,X,X,X,O,X,X
OJZLTIS,X,O,X,X,X,O
OJZLTSI,X,O,X,X,X,O
OJZLITS,X,O,X,X,X,X
OJZLIST,X,X,X,O,X,X
OJZLSTI,X,X,X,O,X,X
OJZLSIT,X,X,X,O,X,X
OJZSTIL,X,X,X,O,X,X
OJZSTLI,X,X,X,O,X,X
OJZSITL,X,X,X,O,X,X
OJZSILT,X,X,X,O,X,X
OJZSLTI,X,X,X,O,X,X
OJZSLIT,X,X,X,O,X,X
OSTILJZ,X,X,X,O,X,X
OSTILZJ,X,X,X,X,X,X
OSTIJLZ,X,X,X,O,X,X
OSTIJZL,X,X,X,O,X,X
OSTIZLJ,X,X,X,X,X,X
OSTIZJL,X,X,X,X,X,X
OSTLIJZ,X,X,X,O,X,X
OSTLIZJ,X,X,X,X,X,X
OSTLJIZ,X,X,X,O,X,X
OSTLJZI,X,X,X,O,X,X
OSTLZIJ,X,X,X,X,X,X
OSTLZJI,X,X,X,X,X,X
OSTJILZ,X,X,X,O,X,X
OSTJIZL,X,X,X,O,X,X
OSTJLIZ,X,X,X,O,X,X
OSTJLZI,X,X,X,O,X,X
OSTJZIL,X,X,X,O,X,X
OSTJZLI,X,X,X,O,X,X
OSTZILJ,X,X,X,X,X,X
OSTZIJL,X,X,X,X,X,X
OSTZLIJ,X,X,X,X,X,X
OSTZLJI,X,X,X,X,X,X
OSTZJIL,X,X,X,X,X,X
OSTZJLI,X,X,X,X,X,X
OSITLJZ,X,X,X,O,X,X
OSITLZJ,X,X,X,X,X,X
OSITJLZ,X,X,X,O,X,X
OSITJZL,X,X,X,O,X,X
OSITZLJ,X,X,X,X,X,X
OSITZJL,X,X,X,X,X,X
OSILTJZ,X,X,X,O,X,X
OSILTZJ,X,X,X,X,X,X
OSILJTZ,X,X,X,O,X,X
OSILJZT,X,X,X,O,X,X
OSILZTJ,X,X,X,X,X,X
OSILZJT,X,X,X,X,X,X
OSIJTLZ,X,X,X,O,X,X
OSIJTZL,X,X,X,O,X,X
OSIJLTZ,X,X,X,O,X,X
OSIJLZT,X,X,X,O,X,X
OSIJZTL,X,X,X,O,X,X
OSIJZLT,X,X,X,O,X,X
OSIZTLJ,X,X,X,X,X,X
OSIZTJL,X,X,X,X,X,X
OSIZLTJ,X,X,X,X,X,X
OSIZLJT,X,X,X,X,X,X
OSIZJTL,X,X,X,X,X,X
OSIZJLT,X,X,X,X,X,X
OSLTIJZ,X,X,X,O,X,X
OSLTIZJ,X,X,X,X,X,X
OSLTJIZ,X,X,X,O,X,X
OSLTJZI,X,X,X,O,X,X
OSLTZIJ,X,X,X,X,X,X
OSLTZJI,X,X,X,X,X,X
OSLITJZ,X,X,X,O,X,X
OSLITZJ,X,X,X,X,X,X
OSLIJTZ,X,X,X,O,X,X
OSLIJZT,X,X,X,O,X,X
OSLIZTJ,X,X,X,X,X,X
OSLIZJT,X,X,X,X,X,X
OSLJTIZ,X,X,X,O,X,X
OSLJTZI,X,X,X,O,X,X
OSLJITZ,X,X,X,O,X,X
OSLJIZT,X,X,X,O,X,X
OSLJZTI,X,X,X,O,X,X
OSLJZIT,X,X,X,O,X,X
OSLZTIJ,X,X,X,X,X,X
OSLZTJI,X,X,X,X,X,X
OSLZITJ,X,X,X,X,X,X
OSLZIJT,X,X,X,X,X,X
OSLZJTI,X,X,X,X,X,X
OSLZJIT,X,X,X,X,X,X
OSJTILZ,X,X,X,O,X,X
OSJTIZL,X,X,X,O,X,X
OSJTLIZ,X,X,X,O,X,X
OSJTLZI,X,X,X,O,X,X
OSJTZIL,X,X,X,O,X,X
OSJTZLI,X,X,X,O,X,X
OSJITLZ,X,X,X,O,X,X
OSJITZL,X,X,X,O,X,X
OSJILTZ,X,X,X,O,X,X
OSJILZT,X,X,X,O,X,X
OSJIZTL,X,X,X,O,X,X
OSJIZLT,X,X,X,O,X,X
OSJLTIZ,X,X,X,O,X,X
OSJLTZI,X,X,X,O,X,X
OSJLITZ,X,X,X,O,X,X
OSJLIZT,X,X,X,O,X,X
OSJLZTI,X,X,X,O,X,X
OSJLZIT,X,X,X,O,X,X
OSJZTIL,X,X,X,O,X,X
OSJZTLI,X,X,X,O,X,X
OSJZITL,X,X,X,O,X,X
OSJZILT,X,X,X,O,X,X
OSJZLTI,X,X,X,O,X,X
OSJZLIT,X,X,X,O,X,X
OSZTILJ,X,X,X,X,X,X
OSZTIJL,X,X,X,X,X,X
OSZTLIJ,X,X,X,X,X,X
OSZTLJI,X,X,X,X,X,X
OSZTJIL,X,X,X,X,X,X
OSZTJLI,X,X,X,X,X,X
OSZITLJ,X,X,X,X,X,X
OSZITJL,X,X,X,X,X,X
OSZILTJ,X,X,X,X,X,X
OSZILJT,X,X,X,X,X,X
OSZIJTL,X,X,X,X,X,X
OSZIJLT,X,X,X,X,X,X
OSZLTIJ,X,X,X,X,X,X
OSZLTJI,X,X,X,X,X,X
OSZLITJ,X,X,X,X,X,X
OSZLIJT,X,X,X,X,X,X
OSZLJTI,X,X,X,X,X,X
OSZLJIT,X,X,X,X,X,X
OSZJTIL,X,X,X,X,X,X
OSZJTLI,X,X,X,X,X,X
OSZJITL,X,X,X,X,X,X
OSZJILT,X,X,X,X,X,X
OSZJLTI,X,X,X,X,X,X
OSZJLIT,X,X,X,X,X,X
OZTILJS,X,X,X,X,X,O
OZTILSJ,X,X,X,X,X,O
OZTIJLS,X,X,X,X,X,O
OZTIJSL,X,O,X,X,X,X
OZTISLJ,X,X,X,X,X,X
OZTISJL,X,O,X,X,X,X
OZTLIJS,X,X,X,X,X,O
OZTLISJ,X,X,X,X,X,O
OZTLJIS,X,X,X,X,X,O
OZTLJSI,X,X,X,X,X,O
OZTLSIJ,X,X,X,X,X,O
OZTLSJI,X,X,X,X,X,X
OZTJILS,X,X,X,X,X,O
OZTJISL,X,O,X,X,X,X
OZTJLIS,X,X,X,X,X,O
OZTJLSI,X,X,X,X,X,O
OZTJSIL,X,O,X,X,X,O
OZTJSLI,X,X,X,X,X,O
OZTSILJ,X,X,X,X,X,O
OZTSIJL,X,O,X,X,X,X
OZTSLIJ,X,X,X,X,X,O
OZTSLJI,X,X,X,X,X,X
OZTSJIL,X,O,X,X,X,O
OZTSJLI,X,X,X,X,X,O
OZITLJS,X,X,X,X,X,X
OZITLSJ,X,X,X,X,X,X
OZITJLS,X,X,X,X,X,X
OZITJSL,X,O,X,X,X,X
OZITSLJ,X,X,X,X,X,X
OZITSJL,X,O,X,X,X,X
OZILTJS,X,O,X,X,X,X
OZILTSJ,X,O,X,X,X,X
OZILJTS,X,O,X,X,X,X
OZILJST,X,X,X,X,O,X
OZILSTJ,X,X,X,X,X,X
OZILSJT,X,X,X,X,O,X
OZIJTLS,X,X,X,X,X,X
OZIJTSL,X,O,X,X,X,X
OZIJLTS,X,O,X,X,X,X
OZIJLST,X,X,X,X,X,X
OZIJSTL,X,X,X,X,X,X
OZIJSLT,X,X,X,X,X,X
OZISTLJ,X,X,X,X,X,X
OZISTJL,X,X,X,X,X,X
OZISLTJ,X,X,X,X,X,X
OZISLJT,X,X,X,X,X,X
OZISJTL,X,X,X,X,X,X
OZISJLT,X,X,X,X,X,X
OZLTIJS,X,O,X,X,X,O
OZLTISJ,X,O,X,X,X,O
OZLTJIS,X,O,X,X,X,O
OZLTJSI,X,O,X,X,X,O
OZLTSIJ,X,O,X,X,X,O
OZLTSJI,X,O,X,X,X,X
OZLITJS,X,O,X,X,X,X
OZLITSJ,X,O,X,X,X,X
OZLIJTS,X,O,X,X,X,X
OZLIJST,X,X,X,X,O,X
OZLISTJ,X,X,X,X,X,X
OZLISJT,X,X,X,X,O,X
OZLJTIS,X,O,X,X,X,O
OZLJTSI,X,O,X,X,X,O
OZLJITS,X,O,X,X,X,X
OZLJIST,X,X,X,X,O,X
OZLJSTI,X,X,X,X,X,X
OZLJSIT,X,X,X,X,O,X
OZLSTIJ,X,X,X,X,X,X
OZLSTJI,X,X,X,X,X,X
OZLSITJ,X,X,X,X,X,X
OZLSIJT,X,X,X,X,O,X
OZLSJTI,X,X,X,X,X,X
OZLSJIT,X,X,X,X,X,X
OZJTILS,X,X,X,X,X,O
OZJTISL,X,O,X,X,X,X
OZJTLIS,X,X,X,X,X,O
OZJTLSI,X,X,X,X,X,O
OZJTSIL,X,O,X,X,X,O
OZJTSLI,X,X,X,X,X,O
OZJITLS,X,X,X,X,X,X
OZJITSL,X,O,X,X,X,X
OZJILTS,X,O,X,X,X,X
OZJILST,X,X,X,X,X,X
OZJISTL,X,X,X,X,X,X
OZJISLT,X,X,X,X,X,X
OZJLTIS,X,O,X,X,X,O
OZJLTSI,X,O,X,X,X,O
OZJLITS,X,O,X,X,X,X
OZJLIST,X,X,X,X,X,X
OZJLSTI,X,X,X,X,X,X
OZJLSIT,X,X,X,X,X,X
OZJSTIL,X,X,X,X,X,X
OZJSTLI,X,X,X,X,X,X
OZJSITL,X,X,X,X,X,X
OZJSILT,X,X,X,X,X,X
OZJSLTI,X,X,X,X,X,X
OZJSLIT,X,X,X,X,X,X
OZSTILJ,X,X,X,X,X,X
OZSTIJL,X,X,X,X,X,X
OZSTLIJ,X,X,X,X,X,X
OZSTLJI,X,X,X,X,X,X
OZSTJIL,X,X,X,X,X,X
OZSTJLI,X,X,X,X,X,X
OZSITLJ,X,X,X,X,X,X
OZSITJL,X,X,X,X,X,X
OZSILTJ,X,X,X,X,X,X
OZSILJT,X,X,X,X,X,X
OZSIJTL,X,X,X,X,X,X
OZSIJLT,X,X,X,X,X,X
OZSLTIJ,X,X,X,X,X,X
OZSLTJI,X,X,X,X,X,X
OZSLITJ,X,X,X,X,X,X
OZSLIJT,X,X,X,X,X,X
OZSLJTI,X,X,X,X,X,X
OZSLJIT,X,X,X,X,X,X
OZSJTIL,X,X,X,X,X,X
OZSJTLI,X,X,X,X,X,X
OZSJITL,X,X,X,X,X,X
OZSJILT,X,X,X,X,X,X
OZSJLTI,X,X,X,X,X,X
OZSJLIT,X,X,X,X,X,X
