sequence,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjB6mBO?nBzlBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhF3dBcjB6lBO?mBzmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBOnBC?mBtsBTrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBSjBThBN?nBWrB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFxcBTeBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTeBxhBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFicB+iBTeB3?hB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBKiBcjBX?mBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBanBG?mBtsBzqB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBulBi?mBtsBzrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBxdBenBC?jBXmB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeB0mBm?nB5nBXrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JecDJvhFxgBXiBzlBt?sBGrBisB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBzlBC?nBmmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF0hBxiBOoBz?lB9sBCsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF9hBKiBcjBz?lBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFthBTeB8lBm?nBxrB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFKhBzcBGeB3?iB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFGeBXhBdoBz?mB0lB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeT+IvhF6lBxhBUhBm?nB3mB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFTeB0gBmhBf?oBSrB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFCdBTeBxmB8?sBerBXsB
ZOSTJIL,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,X
ZOSTJLI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X
ZOSITLJ,O,O,O,X,X,X,X,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O
ZOSITJL,O,O,O,X,X,X,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,O
ZOSILTJ,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOSIJTL,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,O,O,X,X,X
ZOSIJLT,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOSLTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOSLITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOSLIJT,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOSLJTI,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOSLJIT,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOSJTIL,O,X,X,O,O,O,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X
ZOSJTLI,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOSJITL,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O,O,O,O,X,X,X
ZOSJILT,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOSJLTI,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X
ZOSJLIT,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
OTILJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OTILJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OTILSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X
OTILZJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X
OTIJLSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OTIJLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
OTIJSLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTIJSZL,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
OTIJZLS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
OTIJZSL,O,O,X,X,X,O,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,X
OTISLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTISLZJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OTISJLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTISJZL,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OTISZLJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OTISZJL,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OTIZLJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OTIZLSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,O
OTIZJLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
OTIZJSL,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,O
OTIZSLJ,O,O,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,X,X,X,O
OTIZSJL,O,O,X,X,X,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,O
OTLIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLISJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTLIZJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X
OTLJISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTLJSIZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJSZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJZIS,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
OTLSJIZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSJZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
OTLSZIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,X,X
OTLSZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OTLZIJS,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
OTLZISJ,O,O,O,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O
OTLZJIS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLZJSI,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,O,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X
OTLZSJI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTJILSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OTJILZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
OTJISLZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
OTJISZL,O,O,X,O,O,O,X,X,X,X,O,X,O,X,O,O,O,X,O,X,X,X
OTJIZLS,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
OTJIZSL,O,O,X,O,X,O,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,X
OTJLISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTJLSIZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLSZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLZIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTJLZSI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTJSILZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
OTJSIZL,O,O,X,O,O,O,X,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X
OTJSLIZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTJSLZI,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTJSZIL,O,O,O,O,O,O,X,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
OTJSZLI,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
OTJZILS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O
OTJZISL,O,O,O,O,X,O,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,O
OTJZLIS,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTJZLSI,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTJZSIL,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
OTJZSLI,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
OTSILJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTSILZJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OTSIJLZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
OTSIJZL,O,X,X,X,O,O,X,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
OTSIZLJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OTSIZJL,O,X,X,X,X,O,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
OTSLIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTSLIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X
OTSLJIZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSLJZI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
OTSLZIJ,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X
OTSLZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
OTSJILZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
OTSJIZL,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X
OTSJLIZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSJLZI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSJZIL,O,O,O,O,O,O,X,O,X,X,O,O,O,X,O,O,O,X,O,X,X,X
OTSJZLI,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
OTSZILJ,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,X,X,O
OTSZIJL,O,O,O,X,X,O,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,O
OTSZLIJ,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X
OTSZLJI,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
OTSZJIL,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,X
OTSZJLI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X
OTZILJS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTZILSJ,O,O,O,O,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O
OTZIJLS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O
OTZIJSL,O,O,O,O,X,X,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,O
OTZISLJ,O,O,O,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,O
OTZISJL,O,O,O,X,X,X,O,X,O,O,X,X,O,X,O,O,O,X,X,X,X,O
OTZLIJS,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O
OTZLISJ,O,O,O,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O
OTZLJIS,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,O,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X
OTZLSJI,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTZJILS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O
OTZJISL,O,O,O,O,X,O,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,O
OTZJLIS,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZJLSI,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZJSIL,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
OTZJSLI,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
OTZSILJ,O,O,O,O,X,X,X,O,O,O,X,X,O,O,O,O,X,X,O,X,X,O
OTZSIJL,O,O,O,X,X,O,O,O,O,O,O,X,O,X,O,O,O,X,O,X,X,O
OTZSLIJ,O,O,O,O,X,X,X,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X
OTZSLJI,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
OTZSJIL,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,X
OTZSJLI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X
OITLJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OITLJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OITLSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X
OITLZJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X
OITJLSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OITJLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
OITJSLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OITJSZL,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
OITJZLS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
OITJZSL,O,O,X,X,X,O,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,X
OITSLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OITSLZJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OITSJLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OITSJZL,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OITSZLJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OITSZJL,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OITZLJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITZLSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,O
OITZJLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
OITZJSL,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,O
OITZSLJ,O,O,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,X,X,X,O
OITZSJL,O,O,X,X,X,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,O
OILTJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OILTZJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OILJTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
OILJSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OILJZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
OILJZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OILSTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSTZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OILSZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OILZTJS,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OILZTSJ,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OILZJTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OILZJST,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OILZSTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OILZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
OIJTLSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OIJTLZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
OIJTSLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTSZL,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OIJTZLS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
OIJTZSL,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,X
OIJLTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
OIJLSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJLZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
OIJLZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJSTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OIJSTZL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OIJSLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X
OIJSZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJZTLS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
OIJZTSL,X,O,X,X,X,X,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,X
OIJZLTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OIJZLST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJZSTL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X
OIJZSLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OISTLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OISTLZJ,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OISTJLZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OISTJZL,O,X,X,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OISTZLJ,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OISTZJL,O,X,X,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OISLTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OISLTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISLJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISLJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISLZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OISLZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OISJTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OISJTZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OISJLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X
OISJZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OISZTLJ,O,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
OISZTJL,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X
OISZLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OISZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
OISZJTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X
OISZJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
OIZTLJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OIZTLSJ,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,O
OIZTJLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
OIZTJSL,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,O
OIZTSLJ,O,X,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,O,X,X,X,O
OIZTSJL,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,O
OIZLTJS,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
OIZLTSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
OIZLJTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OIZLJST,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
